,Protein1,Protein2,Interacting
4876,Q08204,Q12306,1
4877,P40540,P47133,1
4878,P40540,P36039,1
4879,P38247,Q00582,1
4880,P39929,Q06263,1
4881,P40485,P40485,1
4882,P25293,P25293,1
4883,P38874,P38874,1
4884,Q02884,Q02884,1
4885,Q02908,Q3E840,1
4886,Q04272,Q12483,1
4887,Q3E840,P31386,1
4888,P30665,P29469,1
4889,P38862,Q07879,1
4890,P43124,Q08204,1
4891,Q12125,Q12285,1
4892,P32366,P17255,1
4893,Q06505,P16370,1
4894,Q05778,P38293,1
4895,P48836,P17255,1
4896,P21524,P09938,1
4897,P22139,P16370,1
4898,P41896,P22139,1
4899,P38902,P41896,1
4900,Q05778,P36040,1
4901,Q06411,P52868,1
4902,Q03067,P50875,1
4903,Q99176,Q02767,1
4904,Q12004,Q04673,1
4905,P50875,P38129,1
4906,P17255,P41807,1
4907,P20459,P38431,1
4908,Q99394,Q04183,1
4909,P25554,P50875,1
4910,Q05541,Q08204,1
4911,P50875,Q03761,1
4912,P50875,P53165,1
4913,P50875,Q03330,1
4914,Q05027,P50875,1
4915,P46944,Q03337,1
4916,P46944,Q99394,1
4917,P38632,Q08204,1
4918,P22219,Q05919,1
4919,P22543,Q05919,1
4920,P31412,P17255,1
4921,P50875,P38811,1
4922,P38261,P19658,1
4923,Q06245,P19658,1
4924,P19658,P22224,1
4925,Q04183,Q03337,1
4926,P22203,P17255,1
4927,P20436,P41896,1
4928,P20433,P41896,1
4929,P41896,P08518,1
4930,P20435,P41896,1
4931,Q08204,Q03718,1
4932,P30665,Q01454,1
4933,P52891,P52891,1
4934,P34087,P32569,1
4935,P15873,Q12495,1
4936,P38207,P15873,1
4937,P39929,Q12483,1
4938,P32361,P16474,1
4939,P32569,P13393,1
4940,Q05567,Q05567,1
4941,Q04183,Q03784,1
4942,Q03660,Q04183,1
4943,Q04183,Q03630,1
4944,Q04183,P32613,1
4945,Q04183,P32893,1
4946,Q12230,Q12230,1
4947,Q12306,P11938,1
4948,P32797,Q12306,1
4949,P07271,Q12306,1
4950,Q12098,P38850,1
4951,P29295,P40482,1
4952,P15303,Q99394,1
4953,P53197,P53068,1
4954,P22216,P53135,1
4955,P53135,Q12488,1
4956,Q08032,P53135,1
4957,P35187,P38859,1
4958,Q12306,Q04437,1
4959,Q12306,P32807,1
4960,Q12159,P39081,1
4961,P39081,Q07478,1
4962,P34087,P29055,1
4963,Q03784,P46944,1
4964,P46944,Q03630,1
4965,Q03660,Q99394,1
4966,Q03660,P32893,1
4967,Q08601,P41811,1
4968,P06103,Q08601,1
4969,Q08601,P02829,1
4970,P25491,Q08601,1
4971,Q08601,P02994,1
4972,Q08601,P40509,1
4973,P38011,Q08601,1
4974,Q08601,P25694,1
4975,P32324,Q08601,1
4976,Q08601,P21524,1
4977,P05317,Q08601,1
4978,P21243,P43588,1
4979,P43588,P23639,1
4980,P43588,P23638,1
4981,P43588,P40303,1
4982,P43588,P32379,1
4983,P40302,P43588,1
4984,P43588,P21242,1
4985,P51534,P51534,1
4986,P04387,P52286,1
4987,P06782,P38782,1
4988,P40161,P40161,1
4989,Q3E835,Q3E829,1
4990,Q06213,P06782,1
4991,P06782,P32570,1
4992,P52286,P47822,1
4993,Q12255,Q07468,1
4994,P22141,P53196,1
4995,P50086,P22141,1
4996,P22141,P38348,1
4997,Q12004,P32589,1
4998,Q02939,Q12004,1
4999,Q12004,P25491,1
5000,P32337,Q12004,1
5001,P32324,Q12004,1
5002,P00549,Q12004,1
5003,P16140,Q12004,1
5004,Q12004,P02994,1
5005,P38822,P38822,1
5006,Q04338,P47160,1
5007,Q12004,P02829,1
5008,P40422,P41896,1
5009,P32569,P41896,1
5010,P41896,P32585,1
5011,P34162,P41896,1
5012,P32570,P41896,1
5013,Q08444,P39730,1
5014,P46674,O94742,1
5015,P38304,P41896,1
5016,Q08231,O94742,1
5017,Q04868,Q04868,1
5018,Q06706,Q06706,1
5019,P42935,P42935,1
5020,P61829,P61829,1
5021,Q02908,Q02908,1
5022,P13393,P41896,1
5023,P38782,P41896,1
5024,P41896,Q99278,1
5025,P38247,P38247,1
5026,P38247,P53290,1
5027,P38182,Q07879,1
5028,P00447,P00447,1
5029,P17255,P32842,1
5030,P23968,P17255,1
5031,P38920,P35187,1
5032,P36108,P52917,1
5033,P52917,P69771,1
5034,Q08032,Q03406,1
5035,Q08032,Q12146,1
5036,P32628,P25694,1
5037,Q03281,Q02821,1
5038,P29469,P38826,1
5039,P09119,P24279,1
5040,P29469,P54784,1
5041,P29469,P32833,1
5042,P54791,P29469,1
5043,P50874,P29469,1
5044,P47112,P29469,1
5045,P53091,P29469,1
5046,P29469,P38132,1
5047,P54790,P29469,1
5048,P04050,P36100,1
5049,P29055,P04050,1
5050,P29055,P08518,1
5051,P19658,P32855,1
5052,P07560,Q08484,1
5053,P47110,P12689,1
5054,P12689,P14284,1
5055,P14284,P47110,1
5056,P35193,P38182,1
5057,Q12292,Q12527,1
5058,Q12527,P35193,1
5059,P38182,P14904,1
5060,Q12051,Q12051,1
5061,Q12334,Q12334,1
5062,Q12334,P36012,1
5063,Q01454,Q01454,1
5064,Q01454,Q03406,1
5065,Q04636,P30665,1
5066,P13382,P30665,1
5067,Q03406,P30665,1
5068,Q12488,P30665,1
5069,P30665,Q08032,1
5070,P30665,Q12146,1
5071,P13382,Q03406,1
5072,Q12488,P13382,1
5073,P13382,Q08032,1
5074,P24279,P13382,1
5075,P25638,P25638,1
5076,P12954,P39875,1
5077,P20795,Q12255,1
5078,P36015,P20795,1
5079,P25574,P47133,1
5080,P25574,P40540,1
5081,Q12431,P25574,1
5082,P36039,P47133,1
5083,P47133,P53073,1
5084,P47133,Q12431,1
5085,P53073,P36039,1
5086,P36039,Q12431,1
5087,P53073,P40540,1
5088,P53073,Q12431,1
5089,P40540,Q12431,1
5090,P32897,P49334,1
5091,P12868,Q12241,1
5092,P38959,Q12241,1
5093,P32873,Q05785,1
5094,P69771,Q06263,1
5095,P36057,P36057,1
5096,P41543,P41543,1
5097,P46964,P46964,1
5098,P39007,P39007,1
5099,P10964,P36070,1
5100,P10964,P27692,1
5101,Q99257,P17629,1
5102,O13539,Q99257,1
5103,P27692,P22138,1
5104,P22138,P36070,1
5105,Q05022,Q06411,1
5106,P32914,P22138,1
5107,P50102,P50875,1
5108,Q12306,P32908,1
5109,P43124,Q12306,1
5110,P38339,P38339,1
5111,Q05080,Q05080,1
5112,Q12440,Q12440,1
5113,Q12154,Q12255,1
5114,P08640,P08640,1
5115,Q03707,Q02821,1
5116,P38182,Q99325,1
5117,Q99325,Q12527,1
5118,Q03034,Q03034,1
5119,Q12306,P25454,1
5120,Q12306,P25694,1
5121,P53044,Q12306,1
5122,P24719,P24719,1
5123,Q02630,P47054,1
5124,P49687,P47054,1
5125,P49687,P38181,1
5126,P38817,P39104,1
5127,P38817,Q06389,1
5128,Q12306,P29469,1
5129,Q12306,P24279,1
5130,P30665,Q12306,1
5131,P29496,Q12306,1
5132,P53091,Q12306,1
5133,P38132,Q12306,1
5134,P38121,Q12306,1
5135,Q12306,P47110,1
5136,P38630,Q12306,1
5137,P38629,Q12306,1
5138,P10363,Q12306,1
5139,P40969,P22216,1
5140,P38764,P38634,1
5141,O13563,P38634,1
5142,P53091,Q08032,1
5143,P53091,Q12488,1
5144,P27801,P32259,0
5145,P27801,Q06224,0
5146,P27801,P34223,0
5147,P27801,P54999,0
5148,P27801,P21372,0
5149,P27801,Q12415,0
5150,P27801,P38781,0
5151,P25591,P25637,0
5152,P25591,Q10740,0
5153,P12868,P32626,0
5154,P12868,Q05905,0
5155,P12868,P21827,0
5156,P12868,P32641,0
5157,P22855,P43596,0
5158,P22855,P32585,0
5159,P22855,Q12004,0
5160,P22855,P28519,0
5161,P22855,P36068,0
5162,P22855,P08638,0
5163,P53112,Q03790,0
5164,P53112,Q04491,0
5165,P53112,P47076,0
5166,P53112,P53064,0
5167,P53112,P49686,0
5168,P53112,P49960,0
5169,Q92328,P40302,0
5170,Q92328,Q03761,0
5171,Q07807,P40316,0
5172,Q07807,P40026,0
5173,Q07807,Q00416,0
5174,Q07807,P28005,0
5175,Q07807,P43609,0
5176,Q07807,P42935,0
5177,Q07807,P25655,0
5178,P36130,Q06162,0
5179,P36130,P38956,0
5180,P36130,P35729,0
5181,P36130,P53617,0
5182,P47025,P27692,0
5183,P47025,Q06525,0
5184,P47025,P38811,0
5185,P47025,P52868,0
5186,P47025,P16649,0
5187,P47025,Q12208,0
5188,P08417,P24384,0
5189,P08417,Q12493,0
5190,P08417,Q04779,0
5191,P08417,Q04231,0
5192,Q08686,P25586,0
5193,Q08686,P38265,0
5194,Q08686,P29056,0
5195,Q08686,P53905,0
5196,Q08686,P21242,0
5197,Q08686,P29539,0
5198,P25694,P38781,0
5199,P25694,P25554,0
5200,P14359,P40090,0
5201,P14359,P28519,0
5202,P14359,P27999,0
5203,P14359,P32774,0
5204,P00724,Q08932,0
5205,P00724,P15938,0
5206,P00724,P40348,0
5207,P00724,Q04477,0
5208,P00724,P38121,0
5209,Q01532,Q08235,0
5210,Q01532,Q12341,0
5211,Q01532,P32786,0
5212,Q06385,P47110,0
5213,Q06385,P17883,0
5214,P40107,Q02890,0
5215,P40107,P32626,0
5216,P40107,P13382,0
5217,P53271,P39946,0
5218,P53271,P38251,0
5219,P53271,P38251,0
5220,P47064,P32807,0
5221,P47064,P40318,0
5222,P47064,P27344,0
5223,P47064,Q12159,0
5224,P47064,P38042,0
5225,P47064,P38804,0
5226,P46682,P53256,0
5227,P46682,P39940,0
5228,P46682,P38203,0
5229,P46682,Q06337,0
5230,Q08951,Q12262,0
5231,Q08951,Q03330,0
5232,Q08951,Q03330,0
5233,Q08951,P50874,0
5234,Q08951,P40359,0
5235,P38153,P38304,0
5236,P38153,P38111,0
5237,P38153,P20676,0
5238,P38153,P32524,0
5239,P38753,Q99278,0
5240,P38753,P39706,0
5241,P38753,P50875,0
5242,P38753,P38922,0
5243,P38753,P53628,0
5244,P38753,Q06287,0
5245,P38753,Q12107,0
5246,P38753,P53218,0
5247,P40343,P41814,0
5248,P40343,P53877,0
5249,P40343,P38881,0
5250,P40343,Q06639,0
5251,P41806,P40019,0
5252,P41806,Q08444,0
5253,P41806,P53552,0
5254,P41806,P25648,0
5255,P41806,Q99383,0
5256,P41806,P32641,0
5257,P32916,Q06835,0
5258,P32916,P06839,0
5259,P32916,P53552,0
5260,P32916,Q12176,0
5261,P48415,Q00416,0
5262,P48415,P54784,0
5263,P48415,P20676,0
5264,P48415,P20449,0
5265,P48415,P49686,0
5266,P48415,P30665,0
5267,P16603,P16370,0
5268,P16603,Q07381,0
5269,P16603,P40160,0
5270,P16603,Q04031,0
5271,P16603,P13902,0
5272,P16603,P38633,0
5273,P16603,Q12046,0
5274,P16603,Q07508,0
5275,P16603,P38957,0
5276,P32913,Q04231,0
5277,P32913,P25368,0
5278,P32913,P36049,0
5279,P32913,Q08278,0
5280,P38261,P39875,0
5281,P38261,P25454,0
5282,P38261,P38074,0
5283,P38261,Q03532,0
5284,P38261,P10964,0
5285,P07560,P12689,0
5286,P07560,P14242,0
5287,P07560,Q12373,0
5288,P07560,P38863,0
5289,P07560,P25359,0
5290,P07560,Q08465,0
5291,P19658,P50874,0
5292,P19658,Q12495,0
5293,P19658,Q12406,0
5294,P19658,P14906,0
5295,P19658,Q03776,0
5296,P19658,Q03330,0
5297,P38182,P47128,0
5298,P38182,P53218,0
5299,P38182,P32529,0
5300,P20606,P38324,0
5301,P20606,Q03323,0
5302,P20606,Q12046,0
5303,P20606,Q03761,0
5304,P20606,P40051,0
5305,P20606,P07276,0
5306,P20606,Q02206,0
5307,P20606,Q03957,0
5308,P38968,P38902,0
5309,P38968,Q08096,0
5310,P15303,Q06632,0
5311,P15303,Q04868,0
5312,P15303,Q07794,0
5313,P15303,P17629,0
5314,P15303,P09798,0
5315,P15303,P39685,0
5316,P15303,P25451,0
5317,P15303,P42937,0
5318,P38263,P00958,0
5319,P38263,P38633,0
5320,P38263,P25299,0
5321,P38263,Q08561,0
5322,P38263,Q02260,0
5323,P38263,P29295,0
5324,P46951,P41695,0
5325,P46951,P46957,0
5326,P46951,P40018,0
5327,P46951,P53854,0
5328,P46951,Q03195,0
5329,Q03308,P35177,0
5330,Q03308,P32380,0
5331,P38862,Q03705,0
5332,P38862,P38859,0
5333,P38862,Q04195,0
5334,P38862,P43563,0
5335,P39108,P20436,0
5336,P39108,P40348,0
5337,P39108,Q05021,0
5338,Q04311,P40318,0
5339,Q04311,Q02574,0
5340,Q04311,P38207,0
5341,Q04311,P46959,0
5342,P40202,P35189,0
5343,P40202,P28000,0
5344,P40202,P23639,0
5345,P40202,P40568,0
5346,P36152,P36080,0
5347,P36152,P32807,0
5348,P36152,Q03012,0
5349,P36152,P38883,0
5350,P36152,Q08001,0
5351,Q05785,P32641,0
5352,Q05785,P35178,0
5353,Q05785,P53196,0
5354,Q05785,P47123,0
5355,Q05785,P53067,0
5356,Q05785,Q08601,0
5357,Q05785,P15436,0
5358,P22213,Q00578,0
5359,P22213,Q02884,0
5360,P22213,P38203,0
5361,P22213,P53201,0
5362,P22213,P54860,0
5363,P22213,Q12186,0
5364,P11075,P40070,0
5365,P11075,Q05016,0
5366,P11075,Q03010,0
5367,P11075,P54790,0
5368,P32893,Q06142,0
5369,P32893,P48581,0
5370,P32893,P07250,0
5371,P32893,P38203,0
5372,P32893,P35187,0
5373,P32893,P22141,0
5374,Q04410,P23639,0
5375,Q04410,P22515,0
5376,P53622,P38255,0
5377,P53622,P40160,0
5378,P53622,P32773,0
5379,P53622,P41920,0
5380,P53622,P20434,0
5381,P53843,Q03497,0
5382,P53843,P09938,0
5383,P53843,P40018,0
5384,P53843,P48581,0
5385,P53843,P40090,0
5386,P53843,P29496,0
5387,P53843,Q06078,0
5388,Q02767,Q06213,0
5389,Q02767,Q05022,0
5390,P25604,P41896,0
5391,P25604,P25046,0
5392,P25604,Q12146,0
5393,P25604,Q05905,0
5394,P25604,P52868,0
5395,P25604,P13574,0
5396,P48582,P53197,0
5397,P48582,P04051,0
5398,P48582,Q03012,0
5399,P48582,Q03774,0
5400,P48582,Q12009,0
5401,P48582,P22803,0
5402,P48582,Q12063,0
5403,Q12154,P22108,0
5404,Q12154,P38826,0
5405,Q12154,P29547,0
5406,Q12154,Q06224,0
5407,Q12154,P38121,0
5408,Q12154,P32657,0
5409,Q12154,P40547,0
5410,P25491,P46984,0
5411,P25491,P32349,0
5412,P32855,Q07350,0
5413,P32855,Q12415,0
5414,P32855,P38633,0
5415,P32855,Q12386,0
5416,P22224,P53136,0
5417,P22224,P21242,0
5418,P22224,P19736,0
5419,P22224,P27999,0
5420,P38636,P25294,0
5421,P38636,P42935,0
5422,P38636,P40454,0
5423,P33331,P38806,0
5424,P33331,P28519,0
5425,P33331,Q08387,0
5426,P33331,Q06672,0
5427,P33331,P39678,0
5428,P33331,P07273,0
5429,P33331,P32357,0
5430,P33331,P40318,0
5431,P40347,P39929,0
5432,P40347,P12954,0
5433,P40347,P41895,0
5434,P40347,P32357,0
5435,P40347,P28320,0
5436,P40347,P38781,0
5437,P40347,P25043,0
5438,P34760,Q02775,0
5439,P34760,Q03338,0
5440,P34760,P25627,0
5441,P34760,P38772,0
5442,P34760,P53632,0
5443,P34760,P14906,0
5444,P14306,P41812,0
5445,P14306,P46984,0
5446,P14306,P38632,0
5447,P14306,Q08387,0
5448,P38913,P40992,0
5449,P38913,P38429,0
5450,P38913,P53091,0
5451,P38913,P24482,0
5452,P38913,P20435,0
5453,P38913,P33895,0
5454,P38913,P40465,0
5455,P38913,P38768,0
5456,P38913,P21372,0
5457,P38011,P53197,0
5458,P38011,P34111,0
5459,P38011,P40160,0
5460,P38011,Q12211,0
5461,P38011,P38811,0
5462,P38115,P39001,0
5463,P38115,P33122,0
5464,P38115,P25586,0
5465,P38115,P53254,0
5466,P38115,P46962,0
5467,P38115,P53076,0
5468,P38115,P38777,0
5469,P31373,P38265,0
5470,P31373,P32318,0
5471,P31373,Q08162,0
5472,P31373,P53829,0
5473,P31373,P46995,0
5474,P31373,P40051,0
5475,P41338,Q12004,0
5476,P41338,P34162,0
5477,P41338,Q04673,0
5478,P41338,Q03497,0
5479,P41338,P32774,0
5480,Q12109,P22138,0
5481,Q12109,P39008,0
5482,Q12109,Q02732,0
5483,P54787,P06704,0
5484,P54787,P41896,0
5485,P54787,P40007,0
5486,P54787,Q12267,0
5487,P54787,P40303,0
5488,P16639,P13393,0
5489,P16639,P53330,0
5490,P16639,P40460,0
5491,P16639,Q03532,0
5492,P16639,P46674,0
5493,P11986,P32641,0
5494,P11986,Q03018,0
5495,P11986,Q06142,0
5496,P11986,P30656,0
5497,P11986,P38255,0
5498,P04802,Q06213,0
5499,P04802,P38326,0
5500,P04802,P38989,0
5501,P04802,Q02890,0
5502,P04802,P40541,0
5503,P04802,P38996,0
5504,P04802,P36048,0
5505,P04802,P18480,0
5506,P04802,P38351,0
5507,P15180,P40553,0
5508,P15180,P40348,0
5509,P15180,P22696,0
5510,P15180,P36161,0
5511,P18759,P07703,0
5512,P18759,Q12216,0
5513,P18759,Q12176,0
5514,P18759,P53038,0
5515,P18759,P32774,0
5516,P32844,P12954,0
5517,P32844,Q05900,0
5518,P32844,Q99383,0
5519,P32844,P53082,0
5520,P32844,Q12046,0
5521,P32917,P48240,0
5522,P32917,P25294,0
5523,P32917,P21243,0
5524,P32917,P40477,0
5525,P32917,P52891,0
5526,P32917,Q04601,0
5527,P32917,P12904,0
5528,P09436,Q08032,0
5529,P09436,P21827,0
5530,P09436,Q03067,0
5531,P09436,P53829,0
5532,P09436,P38957,0
5533,P09436,P53043,0
5534,P32873,P04819,0
5535,P32873,P40208,0
5536,P32873,Q07979,0
5537,P32873,P43563,0
5538,Q04432,P11746,0
5539,Q04432,P38198,0
5540,Q04432,P53256,0
5541,Q04432,P07270,0
5542,P39998,Q04031,0
5543,P39998,Q02732,0
5544,P39998,Q04712,0
5545,P39998,Q04178,0
5546,P39998,P38121,0
5547,P39998,Q03010,0
5548,P53550,P40352,0
5549,P53550,Q01454,0
5550,P53550,Q04839,0
5551,P53550,P54999,0
5552,P39517,P25368,0
5553,P39517,Q12330,0
5554,P39517,Q06102,0
5555,P39517,P06700,0
5556,P39517,Q03705,0
5557,P39517,P32570,0
5558,P39517,P17890,0
5559,P39517,P35187,0
5560,Q12517,P32495,0
5561,Q12517,P53150,0
5562,Q12517,P53150,0
5563,Q12517,Q02884,0
5564,Q12517,P40546,0
5565,Q12517,Q03290,0
5566,Q12517,Q04178,0
5567,P39993,P35177,0
5568,P39993,Q06213,0
5569,P39993,P50623,0
5570,P39993,P32529,0
5571,P07170,Q01080,0
5572,P07170,P47077,0
5573,P25386,P32558,0
5574,P25386,P40160,0
5575,P25386,P32910,0
5576,P25386,P32499,0
5577,P46680,Q02821,0
5578,P46680,Q04213,0
5579,P46680,Q06629,0
5580,P46680,Q05905,0
5581,P46680,P36136,0
5582,Q05080,P53067,0
5583,Q05080,P38630,0
5584,Q05080,P19263,0
5585,Q05080,P25627,0
5586,Q02647,Q12748,0
5587,Q02647,P43554,0
5588,Q02647,Q04264,0
5589,Q02647,P21243,0
5590,P48606,P06242,0
5591,P48606,Q03957,0
5592,P48606,P38632,0
5593,P48606,P43609,0
5594,P07274,P40546,0
5595,P07274,P53267,0
5596,P07274,P20435,0
5597,P07274,Q03776,0
5598,P46670,Q04636,0
5599,P46670,Q02793,0
5600,P46670,P52891,0
5601,P46670,P40465,0
5602,P46670,P06104,0
5603,P46670,P54784,0
5604,P46670,Q12318,0
5605,P40013,Q04195,0
5606,P40013,Q03957,0
5607,P40013,P32626,0
5608,P40013,Q12060,0
5609,P40013,Q03790,0
5610,P40013,P39956,0
5611,P40013,P39744,0
5612,P02557,P16649,0
5613,P02557,Q06835,0
5614,P02557,P38262,0
5615,P02557,P22139,0
5616,P02557,Q04195,0
5617,P02557,P32849,0
5618,P02557,Q06639,0
5619,P02557,P25569,0
5620,P29366,P37261,0
5621,P29366,P38881,0
5622,P29366,P42937,0
5623,Q12369,P46674,0
5624,Q12369,Q08387,0
5625,Q12369,P07272,0
5626,Q12369,P38144,0
5627,Q12369,Q06706,0
5628,Q12369,Q12334,0
5629,P46675,O13297,0
5630,P46675,Q06406,0
5631,P46675,P35203,0
5632,P46675,P22579,0
5633,P46675,Q06164,0
5634,P46675,P22204,0
5635,P46675,P25635,0
5636,P11709,P22276,0
5637,P11709,P14907,0
5638,P11709,P04386,0
5639,P11709,P10964,0
5640,P11927,P46957,0
5641,P11927,P20053,0
5642,P11927,P39956,0
5643,P53378,P32914,0
5644,P53378,P10964,0
5645,P53378,P32259,0
5646,P53378,P54790,0
5647,P53378,P53082,0
5648,P53865,P54999,0
5649,P53865,Q08457,0
5650,P53865,P40051,0
5651,P53865,P53135,0
5652,P06787,P40316,0
5653,P06787,P53254,0
5654,P06787,P33411,0
5655,P06787,P06100,0
5656,P39723,P34087,0
5657,P39723,P06782,0
5658,P39723,P40553,0
5659,P39723,Q08683,0
5660,P39723,Q12018,0
5661,P39723,P38351,0
5662,P17555,P22803,0
5663,P17555,P40422,0
5664,P17555,Q07381,0
5665,P17555,P23724,0
5666,P17555,P53068,0
5667,P17555,P40454,0
5668,P17555,P33411,0
5669,P36006,Q12373,0
5670,P36006,P04819,0
5671,P36006,Q00416,0
5672,P36006,P22515,0
5673,P36006,P40051,0
5674,P38822,P25368,0
5675,P38822,P53064,0
5676,P38822,P50106,0
5677,P38822,Q04430,0
5678,P38822,P53973,0
5679,P32793,P53011,0
5680,P32793,P09119,0
5681,P32793,P48581,0
5682,P32793,P30822,0
5683,P32793,Q02983,0
5684,P32793,Q03323,0
5685,P32793,P25569,0
5686,P32793,Q06525,0
5687,P32793,Q12432,0
5688,P15891,Q12400,0
5689,P15891,P47076,0
5690,P15891,P47112,0
5691,P15891,Q04603,0
5692,P47068,Q12341,0
5693,P47068,P38304,0
5694,P47068,Q07350,0
5695,P47068,Q04213,0
5696,P47068,Q02884,0
5697,P47068,Q03010,0
5698,P53974,P34223,0
5699,P53974,P07834,0
5700,P53974,P32357,0
5701,P53974,P39009,0
5702,P53974,P23255,0
5703,P53974,P26755,0
5704,P27801,P00431,0
5705,P27801,P00447,0
5706,P27801,P34227,0
5707,P25591,P00431,0
5708,P25591,P18239,0
5709,P12868,P53721,0
5710,P12868,P21954,0
5711,P12868,Q04311,0
5712,P12868,P28241,0
5713,P12868,P34227,0
5714,P22855,Q03557,0
5715,P22855,P61829,0
5716,P22855,P61829,0
5717,P53112,P33448,0
5718,P53112,P00127,0
5719,P29496,P07251,0
5720,P29496,Q02776,0
5721,P34078,P49017,0
5722,P34078,P53193,0
5723,P19880,P15424,0
5724,P19880,P14284,0
5725,P19880,P08067,0
5726,P19880,P07255,0
5727,P25298,Q01926,0
5728,P25298,Q01532,0
5729,P25298,P07236,0
5730,P43563,P00128,0
5731,P43563,P36046,0
5732,P43563,P38077,0
5733,P43563,P00830,0
5734,Q99257,P36152,0
5735,Q99257,P28737,0
5736,Q99257,P36010,0
5737,Q99257,P00410,0
5738,Q99257,O74700,0
5739,P20433,P40202,0
5740,P20433,P43122,0
5741,P20433,P00431,0
5742,P34087,P10507,0
5743,P34087,P53193,0
5744,P34087,P36775,0
5745,P34087,P14284,0
5746,P47017,P43122,0
5747,P47017,P01097,0
5748,P47017,P09624,0
5749,P47017,P35197,0
5750,P38989,Q06324,0
5751,P38989,P36152,0
5752,P38989,Q07914,0
5753,P38989,P08067,0
5754,Q12267,P00445,0
5755,Q12098,P53507,0
5756,Q12098,P43122,0
5757,P09959,P53507,0
5758,Q08920,P17106,0
5759,Q08920,P21954,0
5760,P32526,P27692,0
5761,P32526,P53721,0
5762,Q12386,P07170,0
5763,Q12386,P00830,0
5764,P38198,P61829,0
5765,P38198,Q08742,0
5766,P38198,Q12184,0
5767,P53267,P07342,0
5768,P53267,P53260,0
5769,P32380,Q12339,0
5770,P32380,P04037,0
5771,P32380,P38169,0
5772,P32380,P07257,0
5773,P38863,Q07914,0
5774,P38863,P36046,0
5775,P38863,Q07807,0
5776,P38863,P30902,0
5777,P53540,P14284,0
5778,P53540,P38927,0
5779,P38203,P33893,0
5780,P38203,P07342,0
5781,P38203,Q12349,0
5782,P38203,Q08686,0
5783,P32790,P23644,0
5784,P32790,Q07914,0
5785,P32790,Q08952,0
5786,Q6WNK7,P18239,0
5787,Q6WNK7,P38884,0
5788,Q00684,P40416,0
5789,Q00684,Q01519,0
5790,Q00684,P46655,0
5791,Q00684,P17695,0
5792,Q00684,Q04311,0
5793,P46963,Q92328,0
5794,P46963,P12689,0
5795,Q03957,Q12339,0
5796,Q03957,P15424,0
5797,Q03957,P07255,0
5798,Q03957,P46655,0
5799,P33322,P00427,0
5800,P33322,P00045,0
5801,P38181,P09457,0
5802,P38181,P00427,0
5803,P38181,P07255,0
5804,P38181,P09457,0
5805,P38181,P47045,0
5806,P38181,P08417,0
5807,Q03790,Q02776,0
5808,Q03790,Q06405,0
5809,P52891,P34227,0
5810,P52891,P28241,0
5811,P46673,Q08001,0
5812,P46673,P36056,0
5813,P46673,Q06405,0
5814,P46673,P00045,0
5815,P14907,Q12287,0
5816,P35729,P43122,0
5817,P36161,P04039,0
5818,P36161,P08417,0
5819,P36161,P25605,0
5820,P52593,P36010,0
5821,P52593,P00830,0
5822,P52593,P43122,0
5823,P52593,P47039,0
5824,P52593,Q05776,0
5825,Q02630,P17695,0
5826,Q02630,P17106,0
5827,P49686,P16622,0
5828,P49686,Q02486,0
5829,P49686,P36152,0
5830,P49686,Q02486,0
5831,P40368,P40416,0
5832,P40368,P00445,0
5833,P40368,Q08686,0
5834,P40477,Q12305,0
5835,P40477,P40416,0
5836,P40477,P36056,0
5837,P47054,Q12305,0
5838,P06704,P04039,0
5839,P06704,P16622,0
5840,P06704,P00445,0
5841,P53011,P32830,0
5842,P53011,P34111,0
5843,Q12315,P35197,0
5844,Q12315,Q07914,0
5845,Q12315,Q07914,0
5846,P12904,P32445,0
5847,P08153,P46655,0
5848,P08153,P00175,0
5849,P38632,P07256,0
5850,P38632,P30902,0
5851,P38632,P00854,0
5852,P30822,P01097,0
5853,P30822,P04037,0
5854,P30822,P36056,0
5855,P30822,P16861,0
5856,Q08457,P40185,0
5857,P53886,P38927,0
5858,P53886,Q08001,0
5859,P53886,Q12165,0
5860,P57743,P04037,0
5861,P57743,P28241,0
5862,P57743,P36010,0
5863,P47093,P50861,0
5864,P47093,P18239,0
5865,P53905,P21306,0
5866,P53905,P40051,0
5867,P53905,P16861,0
5868,P53905,P50861,0
5869,P53905,P27692,0
5870,P40070,P32266,0
5871,P40070,P49334,0
5872,Q05541,P07271,0
5873,Q05541,Q07540,0
5874,P32628,P04819,0
5875,P32628,P18239,0
5876,P32628,P36146,0
5877,P40208,P36152,0
5878,P40026,P08417,0
5879,P36037,Q12305,0
5880,P36037,Q12339,0
5881,P36037,P08525,0
5882,P36037,Q01532,0
5883,P25569,Q12328,0
5884,P25569,P53721,0
5885,P25569,Q06324,0
5886,P25569,P07271,0
5887,P40547,P53299,0
5888,P40547,P46655,0
5889,P40547,P87108,0
5890,P53076,P43122,0
5891,P09938,P00427,0
5892,P09938,Q03020,0
5893,P09938,P00424,0
5894,P09938,P34111,0
5895,Q03018,P07236,0
5896,Q03018,P00854,0
5897,Q03018,Q12184,0
5898,P38170,P36130,0
5899,P38170,P07170,0
5900,P38170,P18239,0
5901,P38170,P49017,0
5902,P34160,P07170,0
5903,P32504,P07251,0
5904,P36094,Q06405,0
5905,P36094,P04819,0
5906,P09547,P11914,0
5907,P09547,P11914,0
5908,P09547,P00427,0
5909,P49687,P07271,0
5910,P25694,P47039,0
